"Worker ID","Link to Individual Worker Page","Number of HITs approved or rejected - Lifetime","Number of HITs approved - Lifetime","Your Lifetime approval rate","Number of HITs approved or rejected - Last 30 days","Number of HITs approved - Last 30 days","Your Last 30 days approval rate","Number of HITs approved or rejected - Last 7 days","Number of HITs approved - Last 7 days","Your Last 7 days approval rate","CURRENT-took part in a tapseq task","UPDATE-took part in a tapseq task","CURRENT-temp qualification","UPDATE-temp qualification","CURRENT-participated in the past","UPDATE-participated in the past","CURRENT-eligible for testing 1 week birds","UPDATE-eligible for testing 1 week birds","CURRENT-eligible for next step memory rep","UPDATE-eligible for next step memory rep","CURRENT-eligible for memory testing 1 week","UPDATE-eligible for memory testing 1 week","CURRENT-completed working memory test","UPDATE-completed working memory test","CURRENT-completed multicategory memory test","UPDATE-completed multicategory memory test","CURRENT-completed memory rep","UPDATE-completed memory rep","CURRENT-completed memory encoding 24h","UPDATE-completed memory encoding 24h","CURRENT-completed encoding successfully ","UPDATE-completed encoding successfully ","CURRENT-completed encoding multicategory memory test","UPDATE-completed encoding multicategory memory test","CURRENT-completed day5","UPDATE-completed day5","CURRENT-completed day4","UPDATE-completed day4","CURRENT-completed day3","UPDATE-completed day3","CURRENT-completed day2","UPDATE-completed day2","CURRENT-completed day1","UPDATE-completed day1","CURRENT-completed birds memory rep","UPDATE-completed birds memory rep","CURRENT-Completed My Experiment Already","UPDATE-Completed My Experiment Already","CURRENT BlockStatus","UPDATE BlockStatus","BlockReason"
"A144OK7GGOQZKS","https://gamma-requester.mturk.com/workers/A144OK7GGOQZKS","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","1","","","","","","Never Blocked","",""
"A146QN6EU8LAEI","https://gamma-requester.mturk.com/workers/A146QN6EU8LAEI","3","3","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","1","","","","","","","","1","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A147VU5FL0JL70","https://gamma-requester.mturk.com/workers/A147VU5FL0JL70","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"A149YZJBFRDWBJ","https://gamma-requester.mturk.com/workers/A149YZJBFRDWBJ","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","1","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A14E1BJEBDKBPF","https://gamma-requester.mturk.com/workers/A14E1BJEBDKBPF","5","5","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","1","","1","","1","","1","","1","","","","","","Never Blocked","",""
"A14EYTLSMJRPUK","https://gamma-requester.mturk.com/workers/A14EYTLSMJRPUK","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"A14LC364ZHJ5R1","https://gamma-requester.mturk.com/workers/A14LC364ZHJ5R1","3","3","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","1","","1","","1","","","","","","Never Blocked","",""
"A14LXHJAWRQWR6","https://gamma-requester.mturk.com/workers/A14LXHJAWRQWR6","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","","","Never Blocked","",""
"A14NOAW77PC1ZN","https://gamma-requester.mturk.com/workers/A14NOAW77PC1ZN","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A14OQ52EFQAN2W","https://gamma-requester.mturk.com/workers/A14OQ52EFQAN2W","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","1","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A14S5DDXVA1FUC","https://gamma-requester.mturk.com/workers/A14S5DDXVA1FUC","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A14SMQS3N1QWGG","https://gamma-requester.mturk.com/workers/A14SMQS3N1QWGG","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","1","","","","","","Never Blocked","",""
"A14WLAP6TCEKO0","https://gamma-requester.mturk.com/workers/A14WLAP6TCEKO0","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"A14XK2ZCR1E8FD","https://gamma-requester.mturk.com/workers/A14XK2ZCR1E8FD","2","2","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","","","Never Blocked","",""
"A14XLNPSMH6CIA","https://gamma-requester.mturk.com/workers/A14XLNPSMH6CIA","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","","","Never Blocked","",""
"A14XSJMGQGOV6R","https://gamma-requester.mturk.com/workers/A14XSJMGQGOV6R","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","1","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A14YBHS8YBLDAG","https://gamma-requester.mturk.com/workers/A14YBHS8YBLDAG","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","","","Never Blocked","",""
"A14Z5016RN01XM","https://gamma-requester.mturk.com/workers/A14Z5016RN01XM","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"A14ZFK4M24LEE2","https://gamma-requester.mturk.com/workers/A14ZFK4M24LEE2","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","","","Never Blocked","",""
"A1505ZMMJAAZE1","https://gamma-requester.mturk.com/workers/A1505ZMMJAAZE1","3","3","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","1","","1","","1","","","","","","Never Blocked","",""
"A150GMV1YQWWB3","https://gamma-requester.mturk.com/workers/A150GMV1YQWWB3","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"A151XA53WYXVD7","https://gamma-requester.mturk.com/workers/A151XA53WYXVD7","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","1","","","","","","","","1","","","","","","","","","","","","","","","","Never Blocked","",""
"A15340BRCER2UO","https://gamma-requester.mturk.com/workers/A15340BRCER2UO","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","","","Never Blocked","",""
"A153HLAVH5FILS","https://gamma-requester.mturk.com/workers/A153HLAVH5FILS","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"A154UU4I2EW2L4","https://gamma-requester.mturk.com/workers/A154UU4I2EW2L4","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1561P9VVA3C1C","https://gamma-requester.mturk.com/workers/A1561P9VVA3C1C","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"A157L6Z8QU3SDE","https://gamma-requester.mturk.com/workers/A157L6Z8QU3SDE","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"A15B4KZ3S04HS8","https://gamma-requester.mturk.com/workers/A15B4KZ3S04HS8","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","1","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A15CQ19I1V6V0J","https://gamma-requester.mturk.com/workers/A15CQ19I1V6V0J","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"A15KWGP3OQ1U5T","https://gamma-requester.mturk.com/workers/A15KWGP3OQ1U5T","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A15N4VW2HOYJ02","https://gamma-requester.mturk.com/workers/A15N4VW2HOYJ02","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","","","Never Blocked","",""
"A15PS12R80CWTU","https://gamma-requester.mturk.com/workers/A15PS12R80CWTU","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A15PWFOPKS1O02","https://gamma-requester.mturk.com/workers/A15PWFOPKS1O02","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"A15QJT0CC8ADG","https://gamma-requester.mturk.com/workers/A15QJT0CC8ADG","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A15QR5VXB9OE0U","https://gamma-requester.mturk.com/workers/A15QR5VXB9OE0U","3","3","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","1","","1","","1","","","","","","Never Blocked","",""
"A15SB9KAGZMJ4G","https://gamma-requester.mturk.com/workers/A15SB9KAGZMJ4G","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A15T9HDPHV3X7Q","https://gamma-requester.mturk.com/workers/A15T9HDPHV3X7Q","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","","","Never Blocked","",""
"A15UAR6NM0QVQN","https://gamma-requester.mturk.com/workers/A15UAR6NM0QVQN","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A15UL5WCZIZCAV","https://gamma-requester.mturk.com/workers/A15UL5WCZIZCAV","1","0","0.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A15UQNI8KM9WET","https://gamma-requester.mturk.com/workers/A15UQNI8KM9WET","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","","","Never Blocked","",""
"A15V2JYNSMUREO","https://gamma-requester.mturk.com/workers/A15V2JYNSMUREO","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","1","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A15X0MSBZ74TFT","https://gamma-requester.mturk.com/workers/A15X0MSBZ74TFT","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","1","","","","","","Never Blocked","",""
"A15XIKX3PI7SLK","https://gamma-requester.mturk.com/workers/A15XIKX3PI7SLK","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"A15Y215D57OSO5","https://gamma-requester.mturk.com/workers/A15Y215D57OSO5","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","","","Never Blocked","",""
"A160FPYZ46HAJQ","https://gamma-requester.mturk.com/workers/A160FPYZ46HAJQ","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"A16184N1RO5OJV","https://gamma-requester.mturk.com/workers/A16184N1RO5OJV","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","","","Never Blocked","",""
"A1618RA11ZOD8Y","https://gamma-requester.mturk.com/workers/A1618RA11ZOD8Y","1","0","0.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","0","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A161M17XH251WL","https://gamma-requester.mturk.com/workers/A161M17XH251WL","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","100","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A162TOBLD1669W","https://gamma-requester.mturk.com/workers/A162TOBLD1669W","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"A1643DGXP62OPM","https://gamma-requester.mturk.com/workers/A1643DGXP62OPM","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A165ZC634AIYVY","https://gamma-requester.mturk.com/workers/A165ZC634AIYVY","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","100","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A166BS4L4QUBR9","https://gamma-requester.mturk.com/workers/A166BS4L4QUBR9","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","1","","","","","","","","1","","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A168NQV5RKT0GV","https://gamma-requester.mturk.com/workers/A168NQV5RKT0GV","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","100","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A169WH54HMYS5Z","https://gamma-requester.mturk.com/workers/A169WH54HMYS5Z","3","3","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","1","","1","","1","","","","","","Never Blocked","",""
"A16ADHWQT3W0Z","https://gamma-requester.mturk.com/workers/A16ADHWQT3W0Z","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A16BUREYCTMSOC","https://gamma-requester.mturk.com/workers/A16BUREYCTMSOC","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A16CB759HYBUPY","https://gamma-requester.mturk.com/workers/A16CB759HYBUPY","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"A16DFVQYKDHTON","https://gamma-requester.mturk.com/workers/A16DFVQYKDHTON","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A16E38HXNQBLCU","https://gamma-requester.mturk.com/workers/A16E38HXNQBLCU","5","5","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","1","","1","","1","","1","","1","","","","","","Never Blocked","",""
"A16HAYGVGNT5TJ","https://gamma-requester.mturk.com/workers/A16HAYGVGNT5TJ","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","1","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A16LUX6COW2EBP","https://gamma-requester.mturk.com/workers/A16LUX6COW2EBP","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A16QH3MFZ9CC4M","https://gamma-requester.mturk.com/workers/A16QH3MFZ9CC4M","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
